scenario,t,capital
3,57,4524.12890625
3,58,4406.02294921875
3,59,4712.05517578125
3,60,4881.71826171875
3,61,4970.84228515625
3,62,4662.3076171875
3,63,4352.68701171875
3,64,4016.22509765625
3,65,3849.614013671875
3,66,4062.295166015625
3,67,4162.0771484375
3,68,4204.02099609375
3,69,3926.919189453125
3,70,4208.3837890625
3,71,4128.791015625
3,72,4027.54736328125
3,73,3909.40283203125
3,74,3863.7490234375
3,75,3728.245849609375
3,76,3585.711669921875
3,77,3292.12451171875
3,78,3103.26904296875
3,79,2918.470703125
3,80,2857.073974609375
3,81,3020.3134765625
3,82,2794.919189453125
3,83,2595.258056640625
3,84,2502.69384765625
3,85,2479.87939453125
3,86,2381.086181640625
3,87,2550.396728515625
3,88,2573.846435546875
3,89,2735.492431640625
3,90,2872.635498046875
3,91,3010.1044921875
3,92,2978.039794921875
3,93,2945.314453125
3,94,3005.641357421875
3,95,3085.109130859375
3,96,3187.27734375
3,97,3426.891357421875
3,98,3511.6162109375
3,99,3590.038330078125
3,100,3889.083740234375
3,101,4114.36328125
3,102,4388.91796875
3,103,4659.14892578125
3,104,4641.1650390625
3,105,4680.58935546875
3,106,4601.60498046875
3,107,4511.572265625
3,108,4205.669921875
3,109,3877.103515625
3,110,3801.070556640625
3,111,3776.926025390625
3,112,3726.356201171875
3,113,3693.63427734375
3,114,3410.538818359375
3,115,3245.753173828125
3,116,2965.8427734375
3,117,2898.341796875
3,118,3061.38427734375
3,119,3183.6650390625
3,120,3106.150634765625
3,121,3175.349365234375
3,122,3017.155029296875
3,123,2972.37646484375
3,124,2770.761962890625
3,125,2994.21435546875
3,126,3163.5498046875
3,127,3007.783935546875
3,128,3089.570556640625
3,129,3168.721923828125
3,130,3077.08203125
3,131,2928.3193359375
3,132,2934.204833984375
3,133,2827.326416015625
3,134,3032.781005859375
3,135,3071.428466796875
3,136,2880.851806640625
3,137,2837.48974609375
3,138,2807.352783203125
3,139,3009.457275390625
3,140,3178.7509765625
3,141,3126.557861328125
3,142,3074.10009765625
3,143,3130.7646484375
3,144,3333.815185546875
3,145,3476.3994140625
3,146,3644.18310546875
3,147,3921.43115234375
3,148,4024.13916015625
3,149,4010.1640625
3,150,4148.4345703125
3,151,4227.615234375
3,152,4388.63525390625
3,153,4753.32373046875
3,154,5039.32080078125
3,155,5335.6103515625
3,156,5627.23046875
3,157,5602.03125
3,158,5566.4443359375
3,159,5698.82421875
3,160,6013.19140625
3,161,5724.3115234375
3,162,5829.765625
3,163,5688.34375
4,1,10000.0
4,2,10922.703125
4,3,11313.7041015625
4,4,10704.5576171875
4,5,10951.3505859375
4,6,10693.9716796875
4,7,10391.2392578125
4,8,10289.06640625
4,9,10226.669921875
4,10,11083.0478515625
4,11,10351.41015625
4,12,10507.845703125
4,13,11192.55859375
4,14,10996.458984375
4,15,10767.1103515625
4,16,11510.3310546875
4,17,11315.2822265625
4,18,11357.6806640625
4,19,11626.6123046875
4,20,11384.236328125
4,21,11401.2666015625
4,22,12421.8857421875
4,23,12300.0
4,24,13047.0078125
4,25,13666.6337890625
4,26,13179.517578125
4,27,13533.18359375
4,28,14281.9169921875
4,29,14479.43359375
4,30,13729.4951171875
4,31,12894.533203125
4,32,11947.115234375
4,33,11752.4990234375
4,34,11468.2412109375
4,35,12148.79296875
4,36,12730.189453125
4,37,12472.95703125
4,38,12471.029296875
4,39,12205.95703125
4,40,11873.900390625
4,41,11950.7255859375
4,42,11949.1923828125
4,43,12180.724609375
4,44,13077.8193359375
4,45,12910.302734375
4,46,13025.8486328125
4,47,13398.30078125
4,48,13861.7158203125
4,49,14421.818359375
4,50,15584.4248046875
4,51,16495.55078125
4,52,17516.306640625
4,53,18613.515625
4,54,20082.26171875
4,55,21018.662109375
4,56,22336.34765625
4,57,22780.7265625
4,58,23034.4921875
4,59,21896.03515625
4,60,20555.494140625
4,61,19658.669921875
4,62,19120.974609375
4,63,17552.060546875
4,64,19154.826171875
4,65,17753.33984375
4,66,18830.0078125
4,67,19464.013671875
4,68,20251.029296875
4,69,19045.21875
4,70,18853.6953125
4,71,18737.58984375
4,72,20161.83203125
4,73,18905.7734375
4,74,17781.67578125
4,75,17315.232421875
4,76,18392.6015625
4,77,17949.80078125
4,78,17452.931640625
4,79,16894.64453125
4,80,18346.31640625
4,81,17107.724609375
4,82,17317.068359375
4,83,18459.890625
4,84,19209.025390625
4,85,19290.345703125
4,86,19938.19921875
4,87,20549.841796875
4,88,20193.455078125
4,89,20612.439453125
4,90,21005.666015625
4,91,20536.259765625
4,92,20511.814453125
4,93,19329.810546875
4,94,19298.779296875
4,95,18561.90625
4,96,18579.5703125
4,97,17900.19140625
4,98,17648.447265625
4,99,17760.470703125
4,100,17750.779296875
4,101,18077.009765625
4,102,19358.189453125
4,103,19761.13671875
4,104,19566.25390625
4,105,19208.853515625
4,106,21176.041015625
4,107,23088.943359375
4,108,22894.072265625
4,109,23131.53125
4,110,24720.89453125
4,111,25983.4453125
4,112,25080.373046875
4,113,24985.98046875
4,114,26939.33203125
4,115,26548.923828125
4,116,25039.65234375
4,117,23389.9453125
4,118,22234.115234375
4,119,21066.626953125
4,120,22730.134765625
4,121,22806.251953125
4,122,21305.423828125
4,123,19807.015625
4,124,19575.599609375
4,125,20735.447265625
4,126,21389.53515625
4,127,21142.201171875
4,128,20702.51171875
4,129,20142.478515625
4,130,18624.76171875
4,131,17664.8125
4,132,19273.9921875
4,133,18935.236328125
4,134,18921.896484375
4,135,18961.16015625
4,136,20386.259765625
4,137,21614.03125
4,138,20720.814453125
4,139,20621.810546875
4,140,22170.330078125
4,141,20876.369140625
4,142,21238.3515625
4,143,19889.30078125
4,144,19896.025390625
4,145,19724.048828125
4,146,19626.3125
4,147,19033.1328125
4,148,20671.857421875
4,149,22215.08984375
4,150,23517.216796875
4,151,23271.173828125
4,152,23253.779296875
4,153,22909.056640625
4,154,21455.935546875
4,155,19861.474609375
4,156,18752.064453125
4,157,17078.4609375
4,158,16632.884765625
4,159,16449.68359375
4,160,16476.55859375
4,161,15176.890625
4,162,14704.205078125
4,163,14340.703125
