asset,t,p_bull_synthetic,p_bull_real
CMC200,66,0.6000000238418579,0.4000000059604645
CMC200,67,0.6000000238418579,0.4000000059604645
CMC200,68,0.6000000238418579,0.4000000059604645
CMC200,69,0.6000000238418579,0.4000000059604645
CMC200,70,0.6000000238418579,0.4000000059604645
CMC200,71,0.6000000238418579,0.4000000059604645
CMC200,72,0.6000000238418579,0.4000000059604645
CMC200,73,0.6000000238418579,0.4000000059604645
CMC200,74,0.6000000238418579,0.4000000059604645
CMC200,75,0.6000000238418579,0.4000000059604645
CMC200,76,0.6000000238418579,0.4000000059604645
CMC200,77,0.6000000238418579,0.4000000059604645
CMC200,78,0.6000000238418579,0.4000000059604645
CMC200,79,0.6000000238418579,0.4000000059604645
CMC200,80,0.6000000238418579,0.4000000059604645
CMC200,81,0.6000000238418579,0.4000000059604645
CMC200,82,0.6000000238418579,0.4000000059604645
CMC200,83,0.6000000238418579,0.4000000059604645
CMC200,84,0.6000000238418579,0.4000000059604645
CMC200,85,0.6000000238418579,0.4000000059604645
CMC200,86,0.6000000238418579,0.4000000059604645
CMC200,87,0.6000000238418579,0.4000000059604645
CMC200,88,0.6000000238418579,0.4000000059604645
CMC200,89,0.6000000238418579,0.4000000059604645
CMC200,90,0.6000000238418579,0.4000000059604645
CMC200,91,0.6000000238418579,0.4000000059604645
CMC200,92,0.6000000238418579,0.4000000059604645
CMC200,93,0.6000000238418579,0.4000000059604645
CMC200,94,0.6000000238418579,0.4000000059604645
CMC200,95,0.6000000238418579,0.4000000059604645
CMC200,96,0.6000000238418579,0.4000000059604645
CMC200,97,0.6000000238418579,0.4000000059604645
CMC200,98,0.6000000238418579,0.4000000059604645
CMC200,99,0.6000000238418579,0.4000000059604645
CMC200,100,0.6000000238418579,0.4000000059604645
CMC200,101,0.6000000238418579,0.4000000059604645
CMC200,102,0.6000000238418579,0.4000000059604645
CMC200,103,0.6000000238418579,0.4000000059604645
CMC200,104,0.6000000238418579,0.4000000059604645
CMC200,105,0.6000000238418579,0.4000000059604645
CMC200,106,0.6000000238418579,0.4000000059604645
CMC200,107,0.6000000238418579,0.4000000059604645
CMC200,108,0.6000000238418579,0.4000000059604645
CMC200,109,0.6000000238418579,0.4000000059604645
CMC200,110,0.6000000238418579,0.4000000059604645
CMC200,111,0.6000000238418579,0.4000000059604645
CMC200,112,0.6000000238418579,0.4000000059604645
CMC200,113,0.6000000238418579,0.4000000059604645
CMC200,114,0.6000000238418579,0.4000000059604645
CMC200,115,0.6000000238418579,0.4000000059604645
CMC200,116,0.6000000238418579,0.4000000059604645
CMC200,117,0.6000000238418579,0.4000000059604645
CMC200,118,0.6000000238418579,0.4000000059604645
CMC200,119,0.6000000238418579,0.4000000059604645
CMC200,120,0.6000000238418579,0.4000000059604645
CMC200,121,0.6000000238418579,0.4000000059604645
CMC200,122,0.6000000238418579,0.4000000059604645
CMC200,123,0.6000000238418579,0.4000000059604645
CMC200,124,0.6000000238418579,0.4000000059604645
CMC200,125,0.6000000238418579,0.4000000059604645
CMC200,126,0.6000000238418579,0.4000000059604645
CMC200,127,0.6000000238418579,0.4000000059604645
CMC200,128,0.6000000238418579,0.4000000059604645
CMC200,129,0.6000000238418579,0.4000000059604645
CMC200,130,0.6000000238418579,0.4000000059604645
CMC200,131,0.6000000238418579,0.4000000059604645
CMC200,132,0.6000000238418579,0.4000000059604645
CMC200,133,0.6000000238418579,0.4000000059604645
CMC200,134,0.6000000238418579,0.4000000059604645
CMC200,135,0.6000000238418579,0.4000000059604645
CMC200,136,0.6000000238418579,0.4000000059604645
CMC200,137,0.6000000238418579,0.4000000059604645
CMC200,138,0.6000000238418579,0.4000000059604645
CMC200,139,0.6000000238418579,0.4000000059604645
CMC200,140,0.6000000238418579,0.4000000059604645
CMC200,141,0.6000000238418579,0.4000000059604645
CMC200,142,0.6000000238418579,0.4000000059604645
CMC200,143,0.6000000238418579,0.4000000059604645
CMC200,144,0.6000000238418579,0.4000000059604645
CMC200,145,0.6000000238418579,0.4000000059604645
CMC200,146,0.6000000238418579,0.4000000059604645
CMC200,147,0.6000000238418579,0.4000000059604645
CMC200,148,0.6000000238418579,0.4000000059604645
CMC200,149,0.6000000238418579,0.4000000059604645
CMC200,150,0.6000000238418579,0.4000000059604645
CMC200,151,0.6000000238418579,0.4000000059604645
CMC200,152,0.6000000238418579,0.4000000059604645
CMC200,153,0.6000000238418579,0.4000000059604645
CMC200,154,0.6000000238418579,0.4000000059604645
CMC200,155,0.6000000238418579,0.4000000059604645
CMC200,156,0.6000000238418579,0.4000000059604645
CMC200,157,0.6000000238418579,0.4000000059604645
CMC200,158,0.6000000238418579,0.4000000059604645
CMC200,159,0.6000000238418579,0.4000000059604645
CMC200,160,0.6000000238418579,0.4000000059604645
CMC200,161,0.6000000238418579,0.4000000059604645
CMC200,162,0.6000000238418579,0.4000000059604645
CMC200,163,0.6000000238418579,0.4000000059604645
