t,bear,bull
68,0.17873238772624234,0.8212676122737577
69,0.18884123775359662,0.8111587622464034
70,0.20961085759376152,0.7903891424062385
71,0.24188505787247094,0.7581149421275291
72,0.28627087548189867,0.7137291245181013
73,0.3424100366721038,0.6575899633278962
74,0.4082990151144813,0.5917009848855187
75,0.4800611941616273,0.5199388058383727
76,0.5524772948804162,0.44752270511958375
77,0.6201575369989253,0.3798424630010747
78,0.6787879204245472,0.32121207957545284
79,0.725830755976046,0.27416924402395404
80,0.7604566423888983,0.23954335761110163
81,0.7829439716042501,0.21705602839574994
82,0.7939508465942686,0.20604915340573143
83,0.7939508465942686,0.20604915340573138
84,0.7829439716042501,0.2170560283957499
85,0.7604566423888985,0.23954335761110152
86,0.7258307559760462,0.2741692440239538
87,0.6787879204245475,0.3212120795754525
88,0.6201575369989267,0.3798424630010732
89,0.5524772948804161,0.4475227051195839
90,0.48006119416162785,0.5199388058383722
91,0.4082990151144812,0.5917009848855188
92,0.3424100366721048,0.6575899633278952
93,0.286270875481899,0.713729124518101
94,0.24188505787247094,0.7581149421275291
95,0.2096108575937614,0.7903891424062386
96,0.18884123775359662,0.8111587622464034
97,0.17873238772624234,0.8212676122737577
98,0.17873238772624234,0.8212676122737577
99,0.18884123775359662,0.8111587622464034
100,0.20961085759376175,0.7903891424062383
101,0.24188505787247072,0.7581149421275293
102,0.28627087548189856,0.7137291245181014
103,0.34241003667210324,0.6575899633278968
104,0.40829901511448186,0.5917009848855181
105,0.4800611941616273,0.5199388058383727
106,0.5524772948804169,0.4475227051195832
107,0.6201575369989252,0.37984246300107477
108,0.6787879204245472,0.32121207957545284
109,0.7258307559760452,0.2741692440239548
110,0.7604566423888988,0.2395433576111013
111,0.78294397160425,0.21705602839575
112,0.7939508465942686,0.20604915340573132
113,0.7939508465942686,0.20604915340573132
114,0.7829439716042501,0.21705602839574983
115,0.7604566423888985,0.23954335761110146
116,0.7258307559760455,0.27416924402395443
117,0.6787879204245476,0.3212120795754524
118,0.6201575369989257,0.37984246300107427
119,0.5524772948804174,0.4475227051195826
120,0.48006119416162907,0.5199388058383709
121,0.4082990151144813,0.5917009848855187
122,0.3424100366721048,0.6575899633278952
123,0.286270875481899,0.713729124518101
124,0.2418850578724716,0.7581149421275284
125,0.20961085759376208,0.7903891424062379
126,0.18884123775359662,0.8111587622464034
127,0.17873238772624234,0.8212676122737577
128,0.17873238772624211,0.8212676122737579
129,0.18884123775359662,0.8111587622464034
130,0.2096108575937612,0.7903891424062388
131,0.2418850578724714,0.7581149421275286
132,0.28627087548189856,0.7137291245181014
133,0.3424100366721041,0.6575899633278959
134,0.4082990151144805,0.5917009848855195
135,0.4800611941616272,0.5199388058383728
136,0.5524772948804166,0.4475227051195833
137,0.6201575369989263,0.37984246300107377
138,0.678787920424547,0.3212120795754529
139,0.7258307559760458,0.27416924402395415
140,0.7604566423888982,0.2395433576111018
141,0.78294397160425,0.21705602839575
142,0.7939508465942686,0.20604915340573138
143,0.7939508465942686,0.20604915340573138
144,0.7829439716042501,0.21705602839574983
145,0.760456642388899,0.23954335761110102
146,0.7258307559760463,0.2741692440239537
147,0.6787879204245477,0.32121207957545234
148,0.6201575369989258,0.37984246300107416
149,0.5524772948804175,0.44752270511958253
150,0.48006119416162796,0.519938805838372
151,0.4082990151144825,0.5917009848855175
152,0.3424100366721049,0.6575899633278951
153,0.2862708754818982,0.7137291245181018
154,0.24188505787247172,0.7581149421275283
155,0.20961085759376208,0.7903891424062379
156,0.18884123775359662,0.8111587622464034
157,0.17873238772624234,0.8212676122737577
158,0.17873238772624234,0.8212676122737577
159,0.18884123775359685,0.8111587622464032
160,0.2096108575937612,0.7903891424062388
161,0.2418850578724705,0.7581149421275295
162,0.28627087548189856,0.7137291245181014
163,0.3424100366721041,0.6575899633278959
